#变量导出文件（汇川）
#2025-06-18 18:04:23
#AutoShop:EasyMonitor{EB94048B-7C2C-4d7a-A080-A272E8B0B981}
#列A:名称
#列B:连接（如果为空，则是内部连接）
#列C:数据类型（取决于连接，有以下几种类型：Int16 、UInt16、Int32、UInt32、Float、Double、Bool、String、WString、DateTime，类型区分大小写。）
#列D:长度
#列E:数组计数
#列F:地址（取决于连接，寄存器名和数字之间的空格不能缺少。）
#列G:采集周期
#列H:采集模式（=根据命令1=循环使用（默认值）2=循环连续）
#列I:上限
#列J:下限
#列K:初始值（初始值类型取决于变量数据类型）
#列L:注释
#列M:变量组Id

名称,连接,数据类型,长度,数组计数,地址,采集周期,采集模式,上限,下限,初始值,注释,变量组Id
"fAOVal_Ch3[0]",,"Float","4","1","UW 2101B80","100ms","1",,,,"","1"
"fAOVal_Ch3[1]",,"Float","4","1","UW 2101BA0","100ms","1",,,,"","1"
"fAOVal_Ch3[2]",,"Float","4","1","UW 2101BC0","100ms","1",,,,"","1"
"fAOVal_Ch3[3]",,"Float","4","1","UW 2101BE0","100ms","1",,,,"","1"
"fAOVal_Ch4[0]",,"Float","4","1","UW 2101C00","100ms","1",,,,"","1"
"fAOVal_Ch4[1]",,"Float","4","1","UW 2101C20","100ms","1",,,,"","1"
"fAOVal_Ch4[2]",,"Float","4","1","UW 2101C40","100ms","1",,,,"","1"
"fAOVal_Ch4[3]",,"Float","4","1","UW 2101C60","100ms","1",,,,"","1"
"fAOVal_Ch5[0]",,"Float","4","1","UW 2101D00","100ms","1",,,,"","1"
"fAOVal_Ch5[1]",,"Float","4","1","UW 2101D20","100ms","1",,,,"","1"
"fAOVal_Ch5[2]",,"Float","4","1","UW 2101D40","100ms","1",,,,"","1"
"fAOVal_Ch5[3]",,"Float","4","1","UW 2101D60","100ms","1",,,,"","1"
"fAOVal_Ch6[0]",,"Float","4","1","UW 2101D80","100ms","1",,,,"","1"
"fAOVal_Ch6[1]",,"Float","4","1","UW 2101DA0","100ms","1",,,,"","1"
"fAOVal_Ch6[2]",,"Float","4","1","UW 2101DC0","100ms","1",,,,"","1"
"fAOVal_Ch6[3]",,"Float","4","1","UW 2101DE0","100ms","1",,,,"","1"
"fAOVal_Ch7[0]",,"Float","4","1","UW 2101E00","100ms","1",,,,"","1"
"fAOVal_Ch7[1]",,"Float","4","1","UW 2101E20","100ms","1",,,,"","1"
"fAOVal_Ch7[2]",,"Float","4","1","UW 2101E40","100ms","1",,,,"","1"
"fAOVal_Ch7[3]",,"Float","4","1","UW 2101E60","100ms","1",,,,"","1"
"fAOVal_Ch8[0]",,"Float","4","1","UW 2101EA0","100ms","1",,,,"","1"
"fAOVal_Ch8[1]",,"Float","4","1","UW 2101EC0","100ms","1",,,,"","1"
"fAOVal_Ch8[2]",,"Float","4","1","UW 2101EE0","100ms","1",,,,"","1"
"fAOVal_Ch8[3]",,"Float","4","1","UW 2101F00","100ms","1",,,,"","1"
"iAITestRet",,"Int16","2","1","UW 21007A0","100ms","1",,,,"","1"
"fAIVal_ch1[0]",,"Float","4","1","UW 2101F20","100ms","1",,,,"","1"
"fAIVal_ch1[1]",,"Float","4","1","UW 2101F40","100ms","1",,,,"","1"
"fAIVal_ch1[2]",,"Float","4","1","UW 2101F60","100ms","1",,,,"","1"
"fAIVal_ch1[3]",,"Float","4","1","UW 2101F80","100ms","1",,,,"","1"
"fAIVal_ch1[4]",,"Float","4","1","UW 2101FA0","100ms","1",,,,"","1"
"fAIVal_ch1[5]",,"Float","4","1","UW 2101FC0","100ms","1",,,,"","1"
"fAIVal_ch2[0]",,"Float","4","1","UW 21029F0","100ms","1",,,,"","1"
"fAIVal_ch2[1]",,"Float","4","1","UW 2102A10","100ms","1",,,,"","1"
"fAIVal_ch2[2]",,"Float","4","1","UW 2102A30","100ms","1",,,,"","1"
"fAIVal_ch2[3]",,"Float","4","1","UW 2102A50","100ms","1",,,,"","1"
"fAIVal_ch2[4]",,"Float","4","1","UW 2102A70","100ms","1",,,,"","1"
"fAIVal_ch2[5]",,"Float","4","1","UW 2102A90","100ms","1",,,,"","1"
"fAIVal_ch3[0]",,"Float","4","1","UW 2102B00","100ms","1",,,,"","1"
"fAIVal_ch3[1]",,"Float","4","1","UW 2102B20","100ms","1",,,,"","1"
"fAIVal_ch3[2]",,"Float","4","1","UW 2102B40","100ms","1",,,,"","1"
"fAIVal_ch3[3]",,"Float","4","1","UW 2102B60","100ms","1",,,,"","1"
"fAIVal_ch3[4]",,"Float","4","1","UW 2102B80","100ms","1",,,,"","1"
"fAIVal_ch3[5]",,"Float","4","1","UW 2102BA0","100ms","1",,,,"","1"
"fAIVal_ch4[0]",,"Float","4","1","UW 21030C0","100ms","1",,,,"","1"
"fAIVal_ch4[1]",,"Float","4","1","UW 21030E0","100ms","1",,,,"","1"
"fAIVal_ch4[2]",,"Float","4","1","UW 2103100","100ms","1",,,,"","1"
"fAIVal_ch4[3]",,"Float","4","1","UW 2103120","100ms","1",,,,"","1"
"fAIVal_ch4[4]",,"Float","4","1","UW 2103140","100ms","1",,,,"","1"
"fAIVal_ch4[5]",,"Float","4","1","UW 2103160","100ms","1",,,,"","1"
"fAIVal_ch5[0]",,"Float","4","1","UW 2103180","100ms","1",,,,"","1"
"fAIVal_ch5[1]",,"Float","4","1","UW 21031A0","100ms","1",,,,"","1"
"fAIVal_ch5[2]",,"Float","4","1","UW 21031C0","100ms","1",,,,"","1"
"fAIVal_ch5[3]",,"Float","4","1","UW 21031E0","100ms","1",,,,"","1"
"fAIVal_ch5[4]",,"Float","4","1","UW 2103200","100ms","1",,,,"","1"
"fAIVal_ch5[5]",,"Float","4","1","UW 2103220","100ms","1",,,,"","1"
"fAIVal_ch6[0]",,"Float","4","1","UW 2103240","100ms","1",,,,"","1"
"fAIVal_ch6[1]",,"Float","4","1","UW 2103260","100ms","1",,,,"","1"
"fAIVal_ch6[2]",,"Float","4","1","UW 2103280","100ms","1",,,,"","1"
"fAIVal_ch6[3]",,"Float","4","1","UW 21032A0","100ms","1",,,,"","1"
"fAIVal_ch6[4]",,"Float","4","1","UW 21032C0","100ms","1",,,,"","1"
"fAIVal_ch6[5]",,"Float","4","1","UW 21032E0","100ms","1",,,,"","1"
"fAIVal_ch7[0]",,"Float","4","1","UW 2103300","100ms","1",,,,"","1"
"fAIVal_ch7[1]",,"Float","4","1","UW 2103320","100ms","1",,,,"","1"
"fAIVal_ch7[2]",,"Float","4","1","UW 2103340","100ms","1",,,,"","1"
"fAIVal_ch7[3]",,"Float","4","1","UW 2103360","100ms","1",,,,"","1"
"fAIVal_ch7[4]",,"Float","4","1","UW 2103380","100ms","1",,,,"","1"
"fAIVal_ch7[5]",,"Float","4","1","UW 21033A0","100ms","1",,,,"","1"
"fAIVal_ch8[0]",,"Float","4","1","UW 21033C0","100ms","1",,,,"","1"
"fAIVal_ch8[1]",,"Float","4","1","UW 21033E0","100ms","1",,,,"","1"
"fAIVal_ch8[2]",,"Float","4","1","UW 2103400","100ms","1",,,,"","1"
"fAIVal_ch8[3]",,"Float","4","1","UW 2103420","100ms","1",,,,"","1"
"fAIVal_ch8[4]",,"Float","4","1","UW 2103440","100ms","1",,,,"","1"
"fAIVal_ch8[5]",,"Float","4","1","UW 2103460","100ms","1",,,,"","1"
"xDOTestRecord",,"Bool","1","1","UB 2100090","100ms","1",,,,"","1"
"xDITestRecord",,"Bool","1","1","UB 2100091","100ms","1",,,,"","1"
"xAOTestRecord",,"Bool","1","1","UB 2100092","100ms","1",,,,"","1"
"xAITestRecord",,"Bool","1","1","UB 2100093","100ms","1",,,,"","1"
"SDOWr1_En",,"Bool","1","1","UB 2100024","100ms","1",,,,"","1"
"fAITestVal[0]",,"Float","4","1","UW 0500000","100ms","1",,,,"","1"
"fAITestVal[1]",,"Float","4","1","UW 0500020","100ms","1",,,,"","1"
"fAITestVal[2]",,"Float","4","1","UW 0500040","100ms","1",,,,"","1"
"fAITestVal[3]",,"Float","4","1","UW 0500060","100ms","1",,,,"","1"
"fAITestVal[4]",,"Float","4","1","UW 0500080","100ms","1",,,,"","1"
"fAITestVal[5]",,"Float","4","1","UW 05000A0","100ms","1",,,,"","1"
"fAITestVal[6]",,"Float","4","1","UW 05000C0","100ms","1",,,,"","1"
"fAITestVal[7]",,"Float","4","1","UW 05000E0","100ms","1",,,,"","1"
"fAITestVal[8]",,"Float","4","1","UW 0500100","100ms","1",,,,"","1"
"fAITestVal[9]",,"Float","4","1","UW 0500120","100ms","1",,,,"","1"
"fAITestVal[10]",,"Float","4","1","UW 0500140","100ms","1",,,,"","1"
"fAITestVal[11]",,"Float","4","1","UW 0500160","100ms","1",,,,"","1"
"fAITestVal[12]",,"Float","4","1","UW 0500180","100ms","1",,,,"","1"
"fAITestVal[13]",,"Float","4","1","UW 05001A0","100ms","1",,,,"","1"
"fAITestVal[14]",,"Float","4","1","UW 05001C0","100ms","1",,,,"","1"
"fAITestVal[15]",,"Float","4","1","UW 05001E0","100ms","1",,,,"","1"
"fAITestVal[16]",,"Float","4","1","UW 0500200","100ms","1",,,,"","1"
"fAITestVal[17]",,"Float","4","1","UW 0500220","100ms","1",,,,"","1"
"fAITestVal[18]",,"Float","4","1","UW 0500240","100ms","1",,,,"","1"
"fAITestVal[19]",,"Float","4","1","UW 0500260","100ms","1",,,,"","1"
"fAITestVal[20]",,"Float","4","1","UW 0500280","100ms","1",,,,"","1"
"fAITestVal[21]",,"Float","4","1","UW 05002A0","100ms","1",,,,"","1"
"fAITestVal[22]",,"Float","4","1","UW 05002C0","100ms","1",,,,"","1"
"fAITestVal[23]",,"Float","4","1","UW 05002E0","100ms","1",,,,"","1"
"fAITestVal[24]",,"Float","4","1","UW 0500300","100ms","1",,,,"","1"
"fAITestVal[25]",,"Float","4","1","UW 0500320","100ms","1",,,,"","1"
"fAITestVal[26]",,"Float","4","1","UW 0500340","100ms","1",,,,"","1"
"fAITestVal[27]",,"Float","4","1","UW 0500360","100ms","1",,,,"","1"
"fAITestVal[28]",,"Float","4","1","UW 0500380","100ms","1",,,,"","1"
"fAITestVal[29]",,"Float","4","1","UW 05003A0","100ms","1",,,,"","1"
"fAITestVal[30]",,"Float","4","1","UW 05003C0","100ms","1",,,,"","1"
"fAITestVal[31]",,"Float","4","1","UW 05003E0","100ms","1",,,,"","1"
"fAITestVal[32]",,"Float","4","1","UW 0500400","100ms","1",,,,"","1"
"fAITestVal[33]",,"Float","4","1","UW 0500420","100ms","1",,,,"","1"
"fAITestVal[34]",,"Float","4","1","UW 0500440","100ms","1",,,,"","1"
"fAITestVal[35]",,"Float","4","1","UW 0500460","100ms","1",,,,"","1"
"fAITestVal[36]",,"Float","4","1","UW 0500480","100ms","1",,,,"","1"
"fAITestVal[37]",,"Float","4","1","UW 05004A0","100ms","1",,,,"","1"
"fAITestVal[38]",,"Float","4","1","UW 05004C0","100ms","1",,,,"","1"
"fAITestVal[39]",,"Float","4","1","UW 05004E0","100ms","1",,,,"","1"
"fAOTestVal[0]",,"Float","4","1","UW 0500F00","100ms","1",,,,"","1"
"fAOTestVal[1]",,"Float","4","1","UW 0500F20","100ms","1",,,,"","1"
"fAOTestVal[2]",,"Float","4","1","UW 0500F40","100ms","1",,,,"","1"
"fAOTestVal[3]",,"Float","4","1","UW 0500F60","100ms","1",,,,"","1"
"fAOTestVal[4]",,"Float","4","1","UW 0500F80","100ms","1",,,,"","1"
"fAOTestVal[5]",,"Float","4","1","UW 0500FA0","100ms","1",,,,"","1"
"fAOTestVal[6]",,"Float","4","1","UW 0500FC0","100ms","1",,,,"","1"
"fAOTestVal[7]",,"Float","4","1","UW 0500FE0","100ms","1",,,,"","1"
"fAOTestVal[8]",,"Float","4","1","UW 0501000","100ms","1",,,,"","1"
"fAOTestVal[9]",,"Float","4","1","UW 0501020","100ms","1",,,,"","1"
"fAOTestVal[10]",,"Float","4","1","UW 0501040","100ms","1",,,,"","1"
"fAOTestVal[11]",,"Float","4","1","UW 0501060","100ms","1",,,,"","1"
"fAOTestVal[12]",,"Float","4","1","UW 0501080","100ms","1",,,,"","1"
"fAOTestVal[13]",,"Float","4","1","UW 05010A0","100ms","1",,,,"","1"
"fAOTestVal[14]",,"Float","4","1","UW 05010C0","100ms","1",,,,"","1"
"fAOTestVal[15]",,"Float","4","1","UW 05010E0","100ms","1",,,,"","1"
"fAOTestVal[16]",,"Float","4","1","UW 0501100","100ms","1",,,,"","1"
"fAOTestVal[17]",,"Float","4","1","UW 0501120","100ms","1",,,,"","1"
"fAOTestVal[18]",,"Float","4","1","UW 0501140","100ms","1",,,,"","1"
"fAOTestVal[19]",,"Float","4","1","UW 0501160","100ms","1",,,,"","1"
"fAOTestVal[20]",,"Float","4","1","UW 0501180","100ms","1",,,,"","1"
"fAOTestVal[21]",,"Float","4","1","UW 05011A0","100ms","1",,,,"","1"
"fAOTestVal[22]",,"Float","4","1","UW 05011C0","100ms","1",,,,"","1"
"fAOTestVal[23]",,"Float","4","1","UW 05011E0","100ms","1",,,,"","1"
"fAOTestVal[24]",,"Float","4","1","UW 0501200","100ms","1",,,,"","1"
"fAOTestVal[25]",,"Float","4","1","UW 0501220","100ms","1",,,,"","1"
"fAOTestVal[26]",,"Float","4","1","UW 0501240","100ms","1",,,,"","1"
"fAOTestVal[27]",,"Float","4","1","UW 0501260","100ms","1",,,,"","1"
"fAOTestVal[28]",,"Float","4","1","UW 0501280","100ms","1",,,,"","1"
"fAOTestVal[29]",,"Float","4","1","UW 05012A0","100ms","1",,,,"","1"
"fAOTestVal[30]",,"Float","4","1","UW 05012C0","100ms","1",,,,"","1"
"fAOTestVal[31]",,"Float","4","1","UW 05012E0","100ms","1",,,,"","1"
"fAOTestVal[32]",,"Float","4","1","UW 0501300","100ms","1",,,,"","1"
"fAOTestVal[33]",,"Float","4","1","UW 0501320","100ms","1",,,,"","1"
"fAOTestVal[34]",,"Float","4","1","UW 0501340","100ms","1",,,,"","1"
"fAOTestVal[35]",,"Float","4","1","UW 0501360","100ms","1",,,,"","1"
"fAOTestVal[36]",,"Float","4","1","UW 0501380","100ms","1",,,,"","1"
"fAOTestVal[37]",,"Float","4","1","UW 05013A0","100ms","1",,,,"","1"
"fAOTestVal[38]",,"Float","4","1","UW 05013C0","100ms","1",,,,"","1"
"fAOTestVal[39]",,"Float","4","1","UW 05013E0","100ms","1",,,,"","1"
"fAIRefVal[0]",,"Float","4","1","UW 0500500","100ms","1",,,,"","1"
"fAIRefVal[1]",,"Float","4","1","UW 0500520","100ms","1",,,,"","1"
"fAIRefVal[2]",,"Float","4","1","UW 0500540","100ms","1",,,,"","1"
"fAIRefVal[3]",,"Float","4","1","UW 0500560","100ms","1",,,,"","1"
"fAIRefVal[4]",,"Float","4","1","UW 0500580","100ms","1",,,,"","1"
"fAIRefVal[5]",,"Float","4","1","UW 05005A0","100ms","1",,,,"","1"
"fAIRefVal[6]",,"Float","4","1","UW 05005C0","100ms","1",,,,"","1"
"fAIRefVal[7]",,"Float","4","1","UW 05005E0","100ms","1",,,,"","1"
"fAIRefVal[8]",,"Float","4","1","UW 0500600","100ms","1",,,,"","1"
"fAIRefVal[9]",,"Float","4","1","UW 0500620","100ms","1",,,,"","1"
"fAIRefVal[10]",,"Float","4","1","UW 0500640","100ms","1",,,,"","1"
"fAIRefVal[11]",,"Float","4","1","UW 0500660","100ms","1",,,,"","1"
"fAIRefVal[12]",,"Float","4","1","UW 0500680","100ms","1",,,,"","1"
"fAIRefVal[13]",,"Float","4","1","UW 05006A0","100ms","1",,,,"","1"
"fAIRefVal[14]",,"Float","4","1","UW 05006C0","100ms","1",,,,"","1"
"fAIRefVal[15]",,"Float","4","1","UW 05006E0","100ms","1",,,,"","1"
"fAIRefVal[16]",,"Float","4","1","UW 0500700","100ms","1",,,,"","1"
"fAIRefVal[17]",,"Float","4","1","UW 0500720","100ms","1",,,,"","1"
"fAIRefVal[18]",,"Float","4","1","UW 0500740","100ms","1",,,,"","1"
"fAIRefVal[19]",,"Float","4","1","UW 0500760","100ms","1",,,,"","1"
"fAIRefVal[20]",,"Float","4","1","UW 0500780","100ms","1",,,,"","1"
"fAIRefVal[21]",,"Float","4","1","UW 05007A0","100ms","1",,,,"","1"
"fAIRefVal[22]",,"Float","4","1","UW 05007C0","100ms","1",,,,"","1"
"fAIRefVal[23]",,"Float","4","1","UW 05007E0","100ms","1",,,,"","1"
"fAIRefVal[24]",,"Float","4","1","UW 0500800","100ms","1",,,,"","1"
"fAIRefVal[25]",,"Float","4","1","UW 0500820","100ms","1",,,,"","1"
"fAIRefVal[26]",,"Float","4","1","UW 0500840","100ms","1",,,,"","1"
"fAIRefVal[27]",,"Float","4","1","UW 0500860","100ms","1",,,,"","1"
"fAIRefVal[28]",,"Float","4","1","UW 0500880","100ms","1",,,,"","1"
"fAIRefVal[29]",,"Float","4","1","UW 05008A0","100ms","1",,,,"","1"
"fAIRefVal[30]",,"Float","4","1","UW 05008C0","100ms","1",,,,"","1"
"fAIRefVal[31]",,"Float","4","1","UW 05008E0","100ms","1",,,,"","1"
"fAIRefVal[32]",,"Float","4","1","UW 0500900","100ms","1",,,,"","1"
"fAIRefVal[33]",,"Float","4","1","UW 0500920","100ms","1",,,,"","1"
"fAIRefVal[34]",,"Float","4","1","UW 0500940","100ms","1",,,,"","1"
"fAIRefVal[35]",,"Float","4","1","UW 0500960","100ms","1",,,,"","1"
"fAIRefVal[36]",,"Float","4","1","UW 0500980","100ms","1",,,,"","1"
"fAIRefVal[37]",,"Float","4","1","UW 05009A0","100ms","1",,,,"","1"
"fAIRefVal[38]",,"Float","4","1","UW 05009C0","100ms","1",,,,"","1"
"fAIRefVal[39]",,"Float","4","1","UW 05009E0","100ms","1",,,,"","1"
"fAORefVal[0]",,"Float","4","1","UW 0501400","100ms","1",,,,"","1"
"fAORefVal[1]",,"Float","4","1","UW 0501420","100ms","1",,,,"","1"
"fAORefVal[2]",,"Float","4","1","UW 0501440","100ms","1",,,,"","1"
"fAORefVal[3]",,"Float","4","1","UW 0501460","100ms","1",,,,"","1"
"fAORefVal[4]",,"Float","4","1","UW 0501480","100ms","1",,,,"","1"
"fAORefVal[5]",,"Float","4","1","UW 05014A0","100ms","1",,,,"","1"
"fAORefVal[6]",,"Float","4","1","UW 05014C0","100ms","1",,,,"","1"
"fAORefVal[7]",,"Float","4","1","UW 05014E0","100ms","1",,,,"","1"
"fAORefVal[8]",,"Float","4","1","UW 0501500","100ms","1",,,,"","1"
"fAORefVal[9]",,"Float","4","1","UW 0501520","100ms","1",,,,"","1"
"fAORefVal[10]",,"Float","4","1","UW 0501540","100ms","1",,,,"","1"
"fAORefVal[11]",,"Float","4","1","UW 0501560","100ms","1",,,,"","1"
"fAORefVal[12]",,"Float","4","1","UW 0501580","100ms","1",,,,"","1"
"fAORefVal[13]",,"Float","4","1","UW 05015A0","100ms","1",,,,"","1"
"fAORefVal[14]",,"Float","4","1","UW 05015C0","100ms","1",,,,"","1"
"fAORefVal[15]",,"Float","4","1","UW 05015E0","100ms","1",,,,"","1"
"fAORefVal[16]",,"Float","4","1","UW 0501600","100ms","1",,,,"","1"
"fAORefVal[17]",,"Float","4","1","UW 0501620","100ms","1",,,,"","1"
"fAORefVal[18]",,"Float","4","1","UW 0501640","100ms","1",,,,"","1"
"fAORefVal[19]",,"Float","4","1","UW 0501660","100ms","1",,,,"","1"
"fAORefVal[20]",,"Float","4","1","UW 0501680","100ms","1",,,,"","1"
"fAORefVal[21]",,"Float","4","1","UW 05016A0","100ms","1",,,,"","1"
"fAORefVal[22]",,"Float","4","1","UW 05016C0","100ms","1",,,,"","1"
"fAORefVal[23]",,"Float","4","1","UW 05016E0","100ms","1",,,,"","1"
"fAORefVal[24]",,"Float","4","1","UW 0501700","100ms","1",,,,"","1"
"fAORefVal[25]",,"Float","4","1","UW 0501720","100ms","1",,,,"","1"
"fAORefVal[26]",,"Float","4","1","UW 0501740","100ms","1",,,,"","1"
"fAORefVal[27]",,"Float","4","1","UW 0501760","100ms","1",,,,"","1"
"fAORefVal[28]",,"Float","4","1","UW 0501780","100ms","1",,,,"","1"
"fAORefVal[29]",,"Float","4","1","UW 05017A0","100ms","1",,,,"","1"
"fAORefVal[30]",,"Float","4","1","UW 05017C0","100ms","1",,,,"","1"
"fAORefVal[31]",,"Float","4","1","UW 05017E0","100ms","1",,,,"","1"
"fAORefVal[32]",,"Float","4","1","UW 0501800","100ms","1",,,,"","1"
"fAORefVal[33]",,"Float","4","1","UW 0501820","100ms","1",,,,"","1"
"fAORefVal[34]",,"Float","4","1","UW 0501840","100ms","1",,,,"","1"
"fAORefVal[35]",,"Float","4","1","UW 0501860","100ms","1",,,,"","1"
"fAORefVal[36]",,"Float","4","1","UW 0501880","100ms","1",,,,"","1"
"fAORefVal[37]",,"Float","4","1","UW 05018A0","100ms","1",,,,"","1"
"fAORefVal[38]",,"Float","4","1","UW 05018C0","100ms","1",,,,"","1"
"fAORefVal[39]",,"Float","4","1","UW 05018E0","100ms","1",,,,"","1"
"fAIMsErr[0]",,"Float","4","1","UW 0500A00","100ms","1",,,,"","1"
"fAIMsErr[1]",,"Float","4","1","UW 0500A20","100ms","1",,,,"","1"
"fAIMsErr[2]",,"Float","4","1","UW 0500A40","100ms","1",,,,"","1"
"fAIMsErr[3]",,"Float","4","1","UW 0500A60","100ms","1",,,,"","1"
"fAIMsErr[4]",,"Float","4","1","UW 0500A80","100ms","1",,,,"","1"
"fAIMsErr[5]",,"Float","4","1","UW 0500AA0","100ms","1",,,,"","1"
"fAIMsErr[6]",,"Float","4","1","UW 0500AC0","100ms","1",,,,"","1"
"fAIMsErr[7]",,"Float","4","1","UW 0500AE0","100ms","1",,,,"","1"
"fAIMsErr[8]",,"Float","4","1","UW 0500B00","100ms","1",,,,"","1"
"fAIMsErr[9]",,"Float","4","1","UW 0500B20","100ms","1",,,,"","1"
"fAIMsErr[10]",,"Float","4","1","UW 0500B40","100ms","1",,,,"","1"
"fAIMsErr[11]",,"Float","4","1","UW 0500B60","100ms","1",,,,"","1"
"fAIMsErr[12]",,"Float","4","1","UW 0500B80","100ms","1",,,,"","1"
"fAIMsErr[13]",,"Float","4","1","UW 0500BA0","100ms","1",,,,"","1"
"fAIMsErr[14]",,"Float","4","1","UW 0500BC0","100ms","1",,,,"","1"
"fAIMsErr[15]",,"Float","4","1","UW 0500BE0","100ms","1",,,,"","1"
"fAIMsErr[16]",,"Float","4","1","UW 0500C00","100ms","1",,,,"","1"
"fAIMsErr[17]",,"Float","4","1","UW 0500C20","100ms","1",,,,"","1"
"fAIMsErr[18]",,"Float","4","1","UW 0500C40","100ms","1",,,,"","1"
"fAIMsErr[19]",,"Float","4","1","UW 0500C60","100ms","1",,,,"","1"
"fAIMsErr[20]",,"Float","4","1","UW 0500C80","100ms","1",,,,"","1"
"fAIMsErr[21]",,"Float","4","1","UW 0500CA0","100ms","1",,,,"","1"
"fAIMsErr[22]",,"Float","4","1","UW 0500CC0","100ms","1",,,,"","1"
"fAIMsErr[23]",,"Float","4","1","UW 0500CE0","100ms","1",,,,"","1"
"fAIMsErr[24]",,"Float","4","1","UW 0500D00","100ms","1",,,,"","1"
"fAIMsErr[25]",,"Float","4","1","UW 0500D20","100ms","1",,,,"","1"
"fAIMsErr[26]",,"Float","4","1","UW 0500D40","100ms","1",,,,"","1"
"fAIMsErr[27]",,"Float","4","1","UW 0500D60","100ms","1",,,,"","1"
"fAIMsErr[28]",,"Float","4","1","UW 0500D80","100ms","1",,,,"","1"
"fAIMsErr[29]",,"Float","4","1","UW 0500DA0","100ms","1",,,,"","1"
"fAIMsErr[30]",,"Float","4","1","UW 0500DC0","100ms","1",,,,"","1"
"fAIMsErr[31]",,"Float","4","1","UW 0500DE0","100ms","1",,,,"","1"
"fAIMsErr[32]",,"Float","4","1","UW 0500E00","100ms","1",,,,"","1"
"fAIMsErr[33]",,"Float","4","1","UW 0500E20","100ms","1",,,,"","1"
"fAIMsErr[34]",,"Float","4","1","UW 0500E40","100ms","1",,,,"","1"
"fAIMsErr[35]",,"Float","4","1","UW 0500E60","100ms","1",,,,"","1"
"fAIMsErr[36]",,"Float","4","1","UW 0500E80","100ms","1",,,,"","1"
"fAIMsErr[37]",,"Float","4","1","UW 0500EA0","100ms","1",,,,"","1"
"fAIMsErr[38]",,"Float","4","1","UW 0500EC0","100ms","1",,,,"","1"
"fAIMsErr[39]",,"Float","4","1","UW 0500EE0","100ms","1",,,,"","1"
"fAOMsErr[0]",,"Float","4","1","UW 0501900","100ms","1",,,,"","1"
"fAOMsErr[1]",,"Float","4","1","UW 0501920","100ms","1",,,,"","1"
"fAOMsErr[2]",,"Float","4","1","UW 0501940","100ms","1",,,,"","1"
"fAOMsErr[3]",,"Float","4","1","UW 0501960","100ms","1",,,,"","1"
"fAOMsErr[4]",,"Float","4","1","UW 0501980","100ms","1",,,,"","1"
"fAOMsErr[5]",,"Float","4","1","UW 05019A0","100ms","1",,,,"","1"
"fAOMsErr[6]",,"Float","4","1","UW 05019C0","100ms","1",,,,"","1"
"fAOMsErr[7]",,"Float","4","1","UW 05019E0","100ms","1",,,,"","1"
"fAOMsErr[8]",,"Float","4","1","UW 0501A00","100ms","1",,,,"","1"
"fAOMsErr[9]",,"Float","4","1","UW 0501A20","100ms","1",,,,"","1"
"fAOMsErr[10]",,"Float","4","1","UW 0501A40","100ms","1",,,,"","1"
"fAOMsErr[11]",,"Float","4","1","UW 0501A60","100ms","1",,,,"","1"
"fAOMsErr[12]",,"Float","4","1","UW 0501A80","100ms","1",,,,"","1"
"fAOMsErr[13]",,"Float","4","1","UW 0501AA0","100ms","1",,,,"","1"
"fAOMsErr[14]",,"Float","4","1","UW 0501AC0","100ms","1",,,,"","1"
"fAOMsErr[15]",,"Float","4","1","UW 0501AE0","100ms","1",,,,"","1"
"fAOMsErr[16]",,"Float","4","1","UW 0501B00","100ms","1",,,,"","1"
"fAOMsErr[17]",,"Float","4","1","UW 0501B20","100ms","1",,,,"","1"
"fAOMsErr[18]",,"Float","4","1","UW 0501B40","100ms","1",,,,"","1"
"fAOMsErr[19]",,"Float","4","1","UW 0501B60","100ms","1",,,,"","1"
"fAOMsErr[20]",,"Float","4","1","UW 0501B80","100ms","1",,,,"","1"
"fAOMsErr[21]",,"Float","4","1","UW 0501BA0","100ms","1",,,,"","1"
"fAOMsErr[22]",,"Float","4","1","UW 0501BC0","100ms","1",,,,"","1"
"fAOMsErr[23]",,"Float","4","1","UW 0501BE0","100ms","1",,,,"","1"
"fAOMsErr[24]",,"Float","4","1","UW 0501C00","100ms","1",,,,"","1"
"fAOMsErr[25]",,"Float","4","1","UW 0501C20","100ms","1",,,,"","1"
"fAOMsErr[26]",,"Float","4","1","UW 0501C40","100ms","1",,,,"","1"
"fAOMsErr[27]",,"Float","4","1","UW 0501C60","100ms","1",,,,"","1"
"fAOMsErr[28]",,"Float","4","1","UW 0501C80","100ms","1",,,,"","1"
"fAOMsErr[29]",,"Float","4","1","UW 0501CA0","100ms","1",,,,"","1"
"fAOMsErr[30]",,"Float","4","1","UW 0501CC0","100ms","1",,,,"","1"
"fAOMsErr[31]",,"Float","4","1","UW 0501CE0","100ms","1",,,,"","1"
"fAOMsErr[32]",,"Float","4","1","UW 0501D00","100ms","1",,,,"","1"
"fAOMsErr[33]",,"Float","4","1","UW 0501D20","100ms","1",,,,"","1"
"fAOMsErr[34]",,"Float","4","1","UW 0501D40","100ms","1",,,,"","1"
"fAOMsErr[35]",,"Float","4","1","UW 0501D60","100ms","1",,,,"","1"
"fAOMsErr[36]",,"Float","4","1","UW 0501D80","100ms","1",,,,"","1"
"fAOMsErr[37]",,"Float","4","1","UW 0501DA0","100ms","1",,,,"","1"
"fAOMsErr[38]",,"Float","4","1","UW 0501DC0","100ms","1",,,,"","1"
