#变量导出文件（汇川）
#2025-03-01 13:36:39

#列 A:名称
#列 B:连接（如果为空，则是内部连接）
#列 C:数据类型（取决于连接，有以下几种类型：Int16 、UInt16、Int32、UInt32、Float、Double、Bool、String、WString、DateTime，类型区分大小写。）
#列 D:长度
#列 E:数组计数
#列 F:地址（取决于连接，寄存器名和数字之间的空格不能缺少。）
#列 G:采集周期
#列 H:采集模式（0=根据命令 1=循环使用（默认值） 2=循环连续）
#列 I:上限
#列 J:下限
#列 K:初始值（初始值类型取决于变量数据类型）
#列 L:注释
#列 M:变量组Id
#列 N:索引变量

名称,连接,数据类型,长度,数组计数,地址,采集周期,采集模式,上限,下限,初始值,注释,变量组Id,索引变量
"fAIRefVal_Ch3[3]","Via_Easy521","Float","4","1","UW 21011E0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch3[4]","Via_Easy521","Float","4","1","UW 2101200","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch3[5]","Via_Easy521","Float","4","1","UW 2101220","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch4[0]","Via_Easy521","Float","4","1","UW 2101240","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch4[1]","Via_Easy521","Float","4","1","UW 2101260","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch4[2]","Via_Easy521","Float","4","1","UW 2101280","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch4[3]","Via_Easy521","Float","4","1","UW 21012A0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch4[4]","Via_Easy521","Float","4","1","UW 21012C0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch4[5]","Via_Easy521","Float","4","1","UW 21012E0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch5[0]","Via_Easy521","Float","4","1","UW 2101300","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch5[1]","Via_Easy521","Float","4","1","UW 2101320","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch5[2]","Via_Easy521","Float","4","1","UW 2101340","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch5[3]","Via_Easy521","Float","4","1","UW 2101360","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch5[4]","Via_Easy521","Float","4","1","UW 2101380","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch5[5]","Via_Easy521","Float","4","1","UW 21013A0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch6[0]","Via_Easy521","Float","4","1","UW 21013C0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch6[1]","Via_Easy521","Float","4","1","UW 21013E0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch6[2]","Via_Easy521","Float","4","1","UW 2101400","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch6[3]","Via_Easy521","Float","4","1","UW 2101420","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch6[4]","Via_Easy521","Float","4","1","UW 2101440","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch6[5]","Via_Easy521","Float","4","1","UW 2101460","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch7[0]","Via_Easy521","Float","4","1","UW 2101480","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch7[1]","Via_Easy521","Float","4","1","UW 21014A0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch7[2]","Via_Easy521","Float","4","1","UW 21014C0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch7[3]","Via_Easy521","Float","4","1","UW 21014E0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch7[4]","Via_Easy521","Float","4","1","UW 2101500","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch7[5]","Via_Easy521","Float","4","1","UW 2101520","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch8[0]","Via_Easy521","Float","4","1","UW 2101540","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch8[1]","Via_Easy521","Float","4","1","UW 2101560","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch8[2]","Via_Easy521","Float","4","1","UW 2101580","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch8[3]","Via_Easy521","Float","4","1","UW 21015A0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch8[4]","Via_Easy521","Float","4","1","UW 21015C0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch8[5]","Via_Easy521","Float","4","1","UW 21015E0","100ms","1",,,,,"2","<Undefined>"
"fAOCode_Aux[0]","Via_Easy521","Int16","2","1","UW 21016C0","100ms","1",,,,,"2","<Undefined>"
"fAOCode_Aux[1]","Via_Easy521","Int16","2","1","UW 21016D0","100ms","1",,,,,"2","<Undefined>"
"fAOCode_Aux[2]","Via_Easy521","Int16","2","1","UW 21016E0","100ms","1",,,,,"2","<Undefined>"
"fAOCode_Aux[3]","Via_Easy521","Int16","2","1","UW 21016F0","100ms","1",,,,,"2","<Undefined>"
"fAOCode_Aux[4]","Via_Easy521","Int16","2","1","UW 2101700","100ms","1",,,,,"2","<Undefined>"
"fAOCode_Aux[5]","Via_Easy521","Int16","2","1","UW 2101710","100ms","1",,,,,"2","<Undefined>"
"fAOCode_Aux[6]","Via_Easy521","Int16","2","1","UW 2101720","100ms","1",,,,,"2","<Undefined>"
"fAOCode_Aux[7]","Via_Easy521","Int16","2","1","UW 2101730","100ms","1",,,,,"2","<Undefined>"
"iAICalPntRet","Via_Easy521","Int16","2","1","UW 21007D0","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_Max","Via_Easy521","Int16","2","1","UW 21007C0","100ms","1",,,,,"2","<Undefined>"
"xAICal_Ready","Via_Easy521","Bool","1","1","UB 21000A3","100ms","1",,,,,"2","<Undefined>"
"xAOCal_Ready","Via_Easy521","Bool","1","1","UB 21000CF","100ms","1",,,,,"2","<Undefined>"
"bAICalTimeOut","Via_Easy521","Bool","1","1","UB 21004DF","100ms","1",,,,,"2","<Undefined>"
"xAOCal_End","Via_Easy521","Bool","1","1","UB 21006C6","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch1[0]","Via_Easy521","Float","4","1","UW 2100DE0","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch1[1]","Via_Easy521","Float","4","1","UW 2100E00","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch1[2]","Via_Easy521","Float","4","1","UW 2100E20","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch1[3]","Via_Easy521","Float","4","1","UW 2100E40","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch2[0]","Via_Easy521","Float","4","1","UW 2101B00","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch2[1]","Via_Easy521","Float","4","1","UW 2101B20","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch2[2]","Via_Easy521","Float","4","1","UW 2101B40","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch2[3]","Via_Easy521","Float","4","1","UW 2101B60","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch3[0]","Via_Easy521","Float","4","1","UW 2101B80","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch3[1]","Via_Easy521","Float","4","1","UW 2101BA0","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch3[2]","Via_Easy521","Float","4","1","UW 2101BC0","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch3[3]","Via_Easy521","Float","4","1","UW 2101BE0","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch4[0]","Via_Easy521","Float","4","1","UW 2101C00","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch4[1]","Via_Easy521","Float","4","1","UW 2101C20","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch4[2]","Via_Easy521","Float","4","1","UW 2101C40","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch4[3]","Via_Easy521","Float","4","1","UW 2101C60","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch5[0]","Via_Easy521","Float","4","1","UW 2101D00","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch5[1]","Via_Easy521","Float","4","1","UW 2101D20","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch5[2]","Via_Easy521","Float","4","1","UW 2101D40","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch5[3]","Via_Easy521","Float","4","1","UW 2101D60","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch6[0]","Via_Easy521","Float","4","1","UW 2101D80","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch6[1]","Via_Easy521","Float","4","1","UW 2101DA0","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch6[2]","Via_Easy521","Float","4","1","UW 2101DC0","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch6[3]","Via_Easy521","Float","4","1","UW 2101DE0","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch7[0]","Via_Easy521","Float","4","1","UW 2101E00","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch7[1]","Via_Easy521","Float","4","1","UW 2101E20","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch7[2]","Via_Easy521","Float","4","1","UW 2101E40","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch7[3]","Via_Easy521","Float","4","1","UW 2101E60","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch8[0]","Via_Easy521","Float","4","1","UW 2101EA0","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch8[1]","Via_Easy521","Float","4","1","UW 2101EC0","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch8[2]","Via_Easy521","Float","4","1","UW 2101EE0","100ms","1",,,,,"2","<Undefined>"
"fAOVal_Ch8[3]","Via_Easy521","Float","4","1","UW 2101F00","100ms","1",,,,,"2","<Undefined>"
"iAITestRet","Via_Easy521","Int16","2","1","UW 21007A0","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch1[0]","Via_Easy521","Float","4","1","UW 2101F20","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch1[1]","Via_Easy521","Float","4","1","UW 2101F40","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch1[2]","Via_Easy521","Float","4","1","UW 2101F60","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch1[3]","Via_Easy521","Float","4","1","UW 2101F80","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch1[4]","Via_Easy521","Float","4","1","UW 2101FA0","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch1[5]","Via_Easy521","Float","4","1","UW 2101FC0","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch2[0]","Via_Easy521","Float","4","1","UW 21029F0","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch2[1]","Via_Easy521","Float","4","1","UW 2102A10","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch2[2]","Via_Easy521","Float","4","1","UW 2102A30","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch2[3]","Via_Easy521","Float","4","1","UW 2102A50","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch2[4]","Via_Easy521","Float","4","1","UW 2102A70","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch2[5]","Via_Easy521","Float","4","1","UW 2102A90","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch3[0]","Via_Easy521","Float","4","1","UW 2102B00","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch3[1]","Via_Easy521","Float","4","1","UW 2102B20","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch3[2]","Via_Easy521","Float","4","1","UW 2102B40","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch3[3]","Via_Easy521","Float","4","1","UW 2102B60","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch3[4]","Via_Easy521","Float","4","1","UW 2102B80","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch3[5]","Via_Easy521","Float","4","1","UW 2102BA0","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch4[0]","Via_Easy521","Float","4","1","UW 21030C0","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch4[1]","Via_Easy521","Float","4","1","UW 21030E0","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch4[2]","Via_Easy521","Float","4","1","UW 2103100","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch4[3]","Via_Easy521","Float","4","1","UW 2103120","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch4[4]","Via_Easy521","Float","4","1","UW 2103140","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch4[5]","Via_Easy521","Float","4","1","UW 2103160","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch5[0]","Via_Easy521","Float","4","1","UW 2103180","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch5[1]","Via_Easy521","Float","4","1","UW 21031A0","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch5[2]","Via_Easy521","Float","4","1","UW 21031C0","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch5[3]","Via_Easy521","Float","4","1","UW 21031E0","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch5[4]","Via_Easy521","Float","4","1","UW 2103200","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch5[5]","Via_Easy521","Float","4","1","UW 2103220","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch6[0]","Via_Easy521","Float","4","1","UW 2103240","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch6[1]","Via_Easy521","Float","4","1","UW 2103260","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch6[2]","Via_Easy521","Float","4","1","UW 2103280","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch6[3]","Via_Easy521","Float","4","1","UW 21032A0","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch6[4]","Via_Easy521","Float","4","1","UW 21032C0","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch6[5]","Via_Easy521","Float","4","1","UW 21032E0","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch7[0]","Via_Easy521","Float","4","1","UW 2103300","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch7[1]","Via_Easy521","Float","4","1","UW 2103320","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch7[2]","Via_Easy521","Float","4","1","UW 2103340","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch7[3]","Via_Easy521","Float","4","1","UW 2103360","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch7[4]","Via_Easy521","Float","4","1","UW 2103380","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch7[5]","Via_Easy521","Float","4","1","UW 21033A0","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch8[0]","Via_Easy521","Float","4","1","UW 21033C0","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch8[1]","Via_Easy521","Float","4","1","UW 21033E0","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch8[2]","Via_Easy521","Float","4","1","UW 2103400","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch8[3]","Via_Easy521","Float","4","1","UW 2103420","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch8[4]","Via_Easy521","Float","4","1","UW 2103440","100ms","1",,,,,"2","<Undefined>"
"fAIVal_ch8[5]","Via_Easy521","Float","4","1","UW 2103460","100ms","1",,,,,"2","<Undefined>"
"xDOTestRecord","Via_Easy521","Bool","1","1","UB 2100090","100ms","1",,,,,"2","<Undefined>"
"xDITestRecord","Via_Easy521","Bool","1","1","UB 2100091","100ms","1",,,,,"2","<Undefined>"
"xAOTestRecord","Via_Easy521","Bool","1","1","UB 2100092","100ms","1",,,,,"2","<Undefined>"
"xAITestRecord","Via_Easy521","Bool","1","1","UB 2100093","100ms","1",,,,,"2","<Undefined>"
"iAOCalPntRet","Via_Easy521","Int16","2","1","UW 21007B0","100ms","1",,,,,"2","<Undefined>"
"Result_DIs_3ms","Via_Easy521","Int16","2","1","UW 2100120","100ms","1",,,,,"2","<Undefined>"
"Result_AOs_Cal","Via_Easy521","Int16","2","1","UW 2101AE0","100ms","1",,,,,"2","<Undefined>"
"Result_AIs_Cal","Via_Easy521","Int16","2","1","UW 2101E80","100ms","1",,,,,"2","<Undefined>"
"SDOWr1_En","Via_Easy521","Bool","1","1","UB 2100024","100ms","1",,,,,"2","<Undefined>"
"PID_DO","Via_Easy521","Int32","4","1","UW 2101900","100ms","1",,,,,"2","<Undefined>"
"PID_DI","Via_Easy521","Int32","4","1","UW 2100530","100ms","1",,,,,"2","<Undefined>"
"PID_AO","Via_Easy521","Int32","4","1","UW 2101940","100ms","1",,,,,"2","<Undefined>"
"PID_AI","Via_Easy521","Int32","4","1","UW 2101CB0","100ms","1",,,,,"2","<Undefined>"
"UID_DO_h","Via_Easy521","Int32","4","1","UW 21001C0","100ms","1",,,,,"2","<Undefined>"
"UID_DO_l","Via_Easy521","Int32","4","1","UW 21001E0","100ms","1",,,,,"2","<Undefined>"
"UID_DI_h","Via_Easy521","Int32","4","1","UW 2101CD0","100ms","1",,,,,"2","<Undefined>"
"UID_DI_l","Via_Easy521","Int32","4","1","UW 2101FE0","100ms","1",,,,,"2","<Undefined>"
"UID_AO_h","Via_Easy521","Int32","4","1","UW 2102000","100ms","1",,,,,"2","<Undefined>"
"UID_AO_l","Via_Easy521","Int32","4","1","UW 2102020","100ms","1",,,,,"2","<Undefined>"
"UID_AI_h","Via_Easy521","Int32","4","1","UW 2102130","100ms","1",,,,,"2","<Undefined>"
"UID_AI_l","Via_Easy521","Int32","4","1","UW 2102950","100ms","1",,,,,"2","<Undefined>"
"Result_Eeprom_DO","Via_Easy521","Int16","2","1","UW 2100510","100ms","1",,,,,"2","<Undefined>"
"Result_Eeprom_DI","Via_Easy521","Int16","2","1","UW 2100560","100ms","1",,,,,"2","<Undefined>"
"Result_Eeprom_AO","Via_Easy521","Int16","2","1","UW 2102040","100ms","1",,,,,"2","<Undefined>"
"Result_Eeprom_AI","Via_Easy521","Int16","2","1","UW 2102AB0","100ms","1",,,,,"2","<Undefined>"
"Result_Ecat_DO","Via_Easy521","Int16","2","1","UW 2102AC0","100ms","1",,,,,"2","<Undefined>"
"Result_Ecat_DI","Via_Easy521","Int16","2","1","UW 2102AD0","100ms","1",,,,,"2","<Undefined>"
"Result_Ecat_AO","Via_Easy521","Int16","2","1","UW 2102AE0","100ms","1",,,,,"2","<Undefined>"
"Result_Ecat_AI","Via_Easy521","Int16","2","1","UW 2102BC0","100ms","1",,,,,"2","<Undefined>"
"Result_LEDs_DO","Via_Easy521","Int16","2","1","UW 2100110","100ms","1",,,,,"2","<Undefined>"
"Result_LEDs_DI","Via_Easy521","Int16","2","1","UW 2100330","100ms","1",,,,,"2","<Undefined>"
"Result_LEDs_AO","Via_Easy521","Int16","2","1","UW 2100590","100ms","1",,,,,"2","<Undefined>"
"Result_LEDs_AI","Via_Easy521","Int16","2","1","UW 2100790","100ms","1",,,,,"2","<Undefined>"
"Result_DOs_ShortCut","Via_Easy521","Int16","2","1","UW 2100830","100ms","1",,,,,"2","<Undefined>"
"Result_ADC_AO","Via_Easy521","Int16","2","1","UW 21006B0","100ms","1",,,,,"2","<Undefined>"
"Result_ADC_AI","Via_Easy521","Int16","2","1","UW 2102BD0","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[0]","Via_Easy521","Float","4","1","UW 2105B90","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[1]","Via_Easy521","Float","4","1","UW 2105BB0","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[2]","Via_Easy521","Float","4","1","UW 2105BD0","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[3]","Via_Easy521","Float","4","1","UW 2105BF0","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[4]","Via_Easy521","Float","4","1","UW 2105C10","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[5]","Via_Easy521","Float","4","1","UW 2105C30","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[6]","Via_Easy521","Float","4","1","UW 2105C50","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[7]","Via_Easy521","Float","4","1","UW 2105C70","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[8]","Via_Easy521","Float","4","1","UW 2105C90","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[9]","Via_Easy521","Float","4","1","UW 2105CB0","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[10]","Via_Easy521","Float","4","1","UW 2105CD0","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[11]","Via_Easy521","Float","4","1","UW 2105CF0","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[12]","Via_Easy521","Float","4","1","UW 2105D10","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[13]","Via_Easy521","Float","4","1","UW 2105D30","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[14]","Via_Easy521","Float","4","1","UW 2105D50","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[15]","Via_Easy521","Float","4","1","UW 2105D70","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[16]","Via_Easy521","Float","4","1","UW 2105D90","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[17]","Via_Easy521","Float","4","1","UW 2105DB0","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[18]","Via_Easy521","Float","4","1","UW 2105DD0","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[19]","Via_Easy521","Float","4","1","UW 2105DF0","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[20]","Via_Easy521","Float","4","1","UW 2105E10","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[21]","Via_Easy521","Float","4","1","UW 2105E30","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[22]","Via_Easy521","Float","4","1","UW 2105E50","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[23]","Via_Easy521","Float","4","1","UW 2105E70","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[24]","Via_Easy521","Float","4","1","UW 2105E90","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[25]","Via_Easy521","Float","4","1","UW 2105EB0","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[26]","Via_Easy521","Float","4","1","UW 2105ED0","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[27]","Via_Easy521","Float","4","1","UW 2105EF0","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[28]","Via_Easy521","Float","4","1","UW 2105F10","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[29]","Via_Easy521","Float","4","1","UW 2105F30","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[30]","Via_Easy521","Float","4","1","UW 2105F50","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[31]","Via_Easy521","Float","4","1","UW 2105F70","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[32]","Via_Easy521","Float","4","1","UW 2105F90","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[33]","Via_Easy521","Float","4","1","UW 2105FB0","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[34]","Via_Easy521","Float","4","1","UW 2105FD0","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[35]","Via_Easy521","Float","4","1","UW 2105FF0","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[36]","Via_Easy521","Float","4","1","UW 2106010","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[37]","Via_Easy521","Float","4","1","UW 2106030","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[38]","Via_Easy521","Float","4","1","UW 2106050","100ms","1",,,,,"2","<Undefined>"
"fAITestVal[39]","Via_Easy521","Float","4","1","UW 2106070","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[0]","Via_Easy521","Float","4","1","UW 2117750","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[1]","Via_Easy521","Float","4","1","UW 2117770","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[2]","Via_Easy521","Float","4","1","UW 2117790","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[3]","Via_Easy521","Float","4","1","UW 21177B0","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[4]","Via_Easy521","Float","4","1","UW 21177D0","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[5]","Via_Easy521","Float","4","1","UW 21177F0","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[6]","Via_Easy521","Float","4","1","UW 2117810","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[7]","Via_Easy521","Float","4","1","UW 2117830","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[8]","Via_Easy521","Float","4","1","UW 2117850","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[9]","Via_Easy521","Float","4","1","UW 2117870","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[10]","Via_Easy521","Float","4","1","UW 2117890","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[11]","Via_Easy521","Float","4","1","UW 21178B0","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[12]","Via_Easy521","Float","4","1","UW 21178D0","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[13]","Via_Easy521","Float","4","1","UW 21178F0","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[14]","Via_Easy521","Float","4","1","UW 2117910","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[15]","Via_Easy521","Float","4","1","UW 2117930","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[16]","Via_Easy521","Float","4","1","UW 2117950","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[17]","Via_Easy521","Float","4","1","UW 2117970","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[18]","Via_Easy521","Float","4","1","UW 2117990","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[19]","Via_Easy521","Float","4","1","UW 21179B0","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[20]","Via_Easy521","Float","4","1","UW 21179D0","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[21]","Via_Easy521","Float","4","1","UW 21179F0","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[22]","Via_Easy521","Float","4","1","UW 2117A10","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[23]","Via_Easy521","Float","4","1","UW 2117A30","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[24]","Via_Easy521","Float","4","1","UW 2117A50","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[25]","Via_Easy521","Float","4","1","UW 2117A70","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[26]","Via_Easy521","Float","4","1","UW 2117A90","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[27]","Via_Easy521","Float","4","1","UW 2117AB0","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[28]","Via_Easy521","Float","4","1","UW 2117AD0","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[29]","Via_Easy521","Float","4","1","UW 2117AF0","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[30]","Via_Easy521","Float","4","1","UW 2117B10","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[31]","Via_Easy521","Float","4","1","UW 2117B30","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[32]","Via_Easy521","Float","4","1","UW 2117B50","100ms","1",,,,,"2","<Undefined>"
"fAOTestVal[33]","Via_Easy521","Float","4","1","UW 2117B70","100ms","1",,,,,"2","<Undefined>"
